# Energy [keV] | B0 events/(t.y.keV)]
12.1776 66.85
12.2166 66.869
12.2556 66.888
12.2946 66.907
12.3336 66.925
12.3726 66.943
12.4117 66.959
12.4507 66.975
12.4897 66.988
12.5287 66.999
12.5677 67.006
12.6067 67.011
12.6457 67.012
12.6848 67.01
12.7238 67.006
12.7628 67
12.8018 66.993
12.8408 66.985
12.8798 66.977
12.9189 66.969
12.9579 66.962
12.9969 66.954
13.0359 66.948
13.0749 66.942
13.1139 66.937
13.1529 66.933
13.192 66.929
13.231 66.927
13.27 66.924
13.309 66.923
13.348 66.923
13.387 66.923
13.426 66.923
13.4651 66.925
13.5041 66.927
13.5431 66.929
13.5821 66.932
13.6211 66.936
13.6601 66.939
13.6991 66.943
13.7382 66.948
13.7772 66.953
13.8162 66.958
13.8552 66.963
13.8942 66.968
13.9332 66.974
13.9722 66.98
14.0113 66.986
14.0503 66.992
14.0893 66.998
14.1283 67.005
14.1673 67.011
14.2063 67.017
14.2453 67.024
14.2844 67.031
14.3234 67.037
14.3624 67.044
14.4014 67.051
14.4404 67.058
14.4794 67.065
14.5184 67.072
14.5575 67.079
14.5965 67.086
14.6355 67.093
14.6745 67.099
14.7135 67.106
14.7525 67.113
14.7915 67.12
14.8306 67.127
14.8696 67.134
14.9086 67.14
14.9476 67.147
14.9866 67.153
15.0256 67.16
15.0646 67.166
15.1037 67.172
15.1427 67.179
15.1817 67.185
15.2207 67.19
15.2597 67.196
15.2987 67.201
15.3378 67.207
15.3768 67.212
15.4158 67.216
15.4548 67.221
15.4938 67.225
15.5328 67.229
15.5718 67.232
15.6109 67.235
15.6499 67.237
15.6889 67.239
15.7279 67.241
15.7669 67.241
15.8059 67.242
15.8449 67.241
15.884 67.24
15.923 67.239
15.962 67.236
16.001 67.233
16.04 67.23
16.079 67.225
16.118 67.22
16.1571 67.215
16.1961 67.208
16.2351 67.201
16.2741 67.194
16.3131 67.186
16.3521 67.179
16.3911 67.172
16.4302 67.165
16.4692 67.16
16.5082 67.157
16.5472 67.156
16.5862 67.159
16.6252 67.164
16.6642 67.172
16.7033 67.181
16.7423 67.193
16.7813 67.206
16.8203 67.219
16.8593 67.234
16.8983 67.248
16.9373 67.263
16.9764 67.277
17.0154 67.292
17.0544 67.306
17.0934 67.32
17.1324 67.334
17.1714 67.347
17.2104 67.36
17.2495 67.373
17.2885 67.385
17.3275 67.397
17.3665 67.409
17.4055 67.42
17.4445 67.431
17.4835 67.441
17.5226 67.452
17.5616 67.461
17.6006 67.471
17.6396 67.48
17.6786 67.489
17.7176 67.498
17.7566 67.506
17.7957 67.515
17.8347 67.523
17.8737 67.531
17.9127 67.539
17.9517 67.546
17.9907 67.554
18.0298 67.562
18.0688 67.569
18.1078 67.576
18.1468 67.583
18.1858 67.59
18.2248 67.597
18.2638 67.604
18.3029 67.611
18.3419 67.618
18.3809 67.624
18.4199 67.631
18.4589 67.637
18.4979 67.644
18.5369 67.65
18.576 67.657
18.615 67.663
18.654 67.669
18.693 67.676
18.732 67.682
18.771 67.688
18.81 67.694
18.8491 67.7
18.8881 67.706
18.9271 67.712
18.9661 67.718
19.0051 67.724
19.0441 67.73
19.0831 67.736
19.1222 67.742
19.1612 67.748
19.2002 67.754
19.2392 67.76
19.2782 67.766
19.3172 67.772
19.3562 67.778
19.3953 67.784
19.4343 67.79
19.4733 67.796
19.5123 67.802
19.5513 67.807
19.5903 67.813
19.6293 67.819
19.6684 67.825
19.7074 67.831
19.7464 67.837
19.7854 67.843
19.8244 67.849
19.8634 67.855
19.9024 67.862
19.9415 67.868
19.9805 67.874
20.0195 67.88
20.0585 67.886
20.0975 67.892
20.1365 67.899
20.1755 67.905
20.2146 67.911
20.2536 67.918
20.2926 67.924
20.3316 67.93
20.3706 67.937
20.4096 67.943
20.4486 67.95
20.4877 67.956
20.5267 67.963
20.5657 67.969
20.6047 67.976
20.6437 67.982
20.6827 67.989
20.7218 67.996
20.7608 68.002
20.7998 68.009
20.8388 68.016
20.8778 68.022
20.9168 68.029
20.9558 68.036
20.9949 68.043
21.0339 68.05
21.0729 68.057
21.1119 68.063
21.1509 68.07
21.1899 68.077
21.2289 68.084
21.268 68.091
21.307 68.098
21.346 68.105
21.385 68.112
21.424 68.12
21.463 68.127
21.502 68.134
21.5411 68.141
21.5801 68.148
21.6191 68.155
21.6581 68.163
21.6971 68.17
21.7361 68.177
21.7751 68.184
21.8142 68.191
21.8532 68.198
21.8922 68.205
21.9312 68.212
21.9702 68.219
22.0092 68.226
22.0482 68.232
22.0873 68.239
22.1263 68.245
22.1653 68.251
22.2043 68.256
22.2433 68.262
22.2823 68.267
22.3213 68.272
22.3604 68.276
22.3994 68.28
22.4384 68.284
22.4774 68.287
22.5164 68.29
22.5554 68.293
22.5944 68.295
22.6335 68.297
22.6725 68.299
22.7115 68.3
22.7505 68.301
22.7895 68.302
22.8285 68.302
22.8675 68.303
22.9066 68.303
22.9456 68.303
22.9846 68.304
23.0236 68.304
23.0626 68.305
23.1016 68.305
23.1406 68.306
23.1797 68.307
23.2187 68.308
23.2577 68.309
23.2967 68.31
23.3357 68.312
23.3747 68.314
23.4138 68.316
23.4528 68.318
23.4918 68.321
23.5308 68.324
23.5698 68.327
23.6088 68.331
23.6478 68.334
23.6869 68.339
23.7259 68.343
23.7649 68.348
23.8039 68.354
23.8429 68.359
23.8819 68.365
23.9209 68.372
23.96 68.379
23.999 68.386
24.038 68.393
24.077 68.401
24.116 68.409
24.155 68.418
24.194 68.427
24.2331 68.436
24.2721 68.445
24.3111 68.454
24.3501 68.464
24.3891 68.473
24.4281 68.483
24.4671 68.493
24.5062 68.503
24.5452 68.513
24.5842 68.524
24.6232 68.534
24.6622 68.544
24.7012 68.555
24.7402 68.565
24.7793 68.576
24.8183 68.586
24.8573 68.596
24.8963 68.607
24.9353 68.617
24.9743 68.628
25.0133 68.638
25.0524 68.648
25.0914 68.658
25.1304 68.668
25.1694 68.677
25.2084 68.687
25.2474 68.696
25.2864 68.705
25.3255 68.714
25.3645 68.723
25.4035 68.731
25.4425 68.739
25.4815 68.747
25.5205 68.754
25.5595 68.761
25.5986 68.767
25.6376 68.773
25.6766 68.779
25.7156 68.784
25.7546 68.789
25.7936 68.793
25.8326 68.797
25.8717 68.801
25.9107 68.804
25.9497 68.808
25.9887 68.811
26.0277 68.814
26.0667 68.817
26.1058 68.819
26.1448 68.822
26.1838 68.825
26.2228 68.828
26.2618 68.831
26.3008 68.834
26.3398 68.838
26.3789 68.842
26.4179 68.846
26.4569 68.851
26.4959 68.856
26.5349 68.861
26.5739 68.867
26.6129 68.873
26.652 68.881
26.691 68.888
26.73 68.896
26.769 68.905
26.808 68.915
26.847 68.925
26.886 68.935
26.9251 68.947
26.9641 68.958
27.0031 68.97
27.0421 68.982
27.0811 68.994
27.1201 69.007
27.1591 69.019
27.1982 69.032
27.2372 69.045
27.2762 69.058
27.3152 69.071
27.3542 69.084
27.3932 69.096
27.4322 69.109
27.4713 69.122
27.5103 69.134
27.5493 69.146
27.5883 69.158
27.6273 69.17
27.6663 69.181
27.7053 69.192
27.7444 69.203
27.7834 69.213
27.8224 69.223
27.8614 69.232
27.9004 69.241
27.9394 69.249
27.9784 69.257
28.0175 69.264
28.0565 69.27
28.0955 69.276
28.1345 69.28
28.1735 69.284
28.2125 69.287
28.2515 69.289
28.2906 69.29
28.3296 69.291
28.3686 69.29
28.4076 69.289
28.4466 69.287
28.4856 69.284
28.5247 69.28
28.5637 69.276
28.6027 69.271
28.6417 69.266
28.6807 69.26
28.7197 69.253
28.7587 69.246
28.7978 69.239
28.8368 69.231
28.8758 69.223
28.9148 69.215
28.9538 69.207
28.9928 69.198
29.0318 69.19
29.0709 69.181
29.1099 69.173
29.1489 69.165
29.1879 69.158
29.2269 69.151
29.2659 69.145
29.3049 69.141
29.344 69.137
29.383 69.136
29.422 69.136
29.461 69.139
29.5 69.145
29.539 69.153
29.578 69.165
29.6171 69.18
29.6561 69.199
29.6951 69.221
29.7341 69.248
29.7731 69.279
29.8121 69.313
29.8511 69.352
29.8902 69.393
29.9292 69.435
